transcript_id	transcript
12081	They really shouldn't have put it out.
12082	A compromise is essential.
12083	It was not a cover-up.
12084	The children continue to talk to us.
12085	Green is desperate to play on The Open.
12086	What on earth is happening to rugby?
12087	It is now being examined.
12088	It is so out of character.
12089	Otherwise we would all pay the price.
12090	Our thoughts are with her.
12091	It is time, he said.
12092	Everyone believes in it.
12093	He was a one off.
12094	It is my last chance.
12095	That fight begins today for the freedom and liberty.
12096	He didn't let me down.
12097	You have been warned.
12098	The Shadow Chancellor is always on holiday.
12099	It wasn't good, but we'll get better.
12100	They will be up for it for sure.
12101	So you let me know.
12102	That will just be the beginning.
12103	No one can say that about me.
12104	That had not happened on this occasion.
12105	We will need to look at that.
12106	It comes down to the police in England.
12107	There's a hint of classical.
12108	Surely they were on a hiding to nothing.
12109	The warning was lifted late last night.
12110	There is always the smell.
12111	I have to take some of the blame.
12112	And if he hasn't become a musician?
12113	He is lying to save his skin.
12114	He really has everything, including a beautiful swing.
12115	The call was ignored.
12116	It has happened, and that is the end of the story.
12117	And there is another problem.
12118	That is the theory.
12119	It almost certainly is.
12120	Because it's a secret.
12121	It just isn't a defining issue for them.
12122	Each one is as good as the other.
12123	There is no formula.
12124	I love the feel of the place.
12125	This is a new era.
12126	All the people here are local.
12127	It's a lot of pressure on me.
12128	We had to laugh.
12129	I'd rather be singing Verdi.
12130	Rangers are struggling and their team have injuries.
12131	However, there were some alarming findings.
12132	It was time to act.
12133	Others said he had gone too far.
12134	We expect them to deliver for us.
12135	They were willing us to get a second.
12136	No casualties were reported.
12137	The classes are taking place.
12138	There will be no threat to the game.
12139	That is part of athletics.
12140	Who would have known.
12141	I had to lie.
12142	Everyone was writing me off.
12143	But her parents will never see her again.
12144	I have nothing to lose.
12145	He would have loved it.
12146	All our futures will already have been decided.
12147	I believe that so strongly.
12148	He was at it again yesterday.
12149	However, his involvement was instant.
12150	It has to work.
12151	There's something about being cut off.
12152	I was going to help with the dinner.
12153	Would you pay to come and see it?
12154	I have been thinking about that this week.
12155	Let's get it on.
12156	Everyone is deeply shocked by this appaling accident.
12157	We just want a fair deal.
12158	I'll just have to live with that.
12159	He is the Acting and Deputy First Minister.
12160	It is sad and frustrating.
12161	Finding the answer is a hugely enjoyable experience.
12162	The whole matter is done and dusted.
12163	I don't know where that one came from.
12164	I was on my own.
12165	They were part of our own family.
12166	It doesn't exactly have the same appeal.
12167	I don't have any perspective on it.
12168	Scotland has lost a great man.
12169	His name has not been released.
12170	It plainly does not work.
12171	See the amazing arrogance of this, they say.
12172	Normally it would be four minutes.
12173	But the damage had been done.
12174	No, you couldn't make it up.
12175	However, he did not stay there very long.
12176	And so they have.
12177	We don't have a solution to the problem.
12178	But it won't be the same.
12179	It is a hobby for me.
12180	It was like a kick in the belly.
12181	Directing, if you like.
12182	That will be the case.
12183	We don't know what happened.
12184	They had seven children.
12185	That in itself is an erotic experience.
12186	It's all too early.
12187	I never want to have any children.
12188	Business has never been so bad.
12189	I know my sons.
12190	It was too close to call.
12191	But who is the killer?
12192	The devil, of course, will be in the detail.
12193	But it is looking very positive.
12194	He would have come into the house.
12195	I want to put myself on discussion also.
12196	It happens in real life.
12197	And we will do it.
12198	It's a human tragedy.
12199	I am going to fight to the end.
12200	It's the right thing.
12201	But this is just the start.
12202	I believe in the Union.
12203	But he is not hopeful.
12204	It will be all about the Olympics.
12205	They are very frightened.
12206	The game was up.
12207	Rangers are my life.
12208	There are two options.
12209	Surely it should be the other way round.
12210	No injuries were reported.
12211	It is not surprising, but it is appaling.
12212	It is understood he had been stabbed.
12213	THE waiting game continues.
12214	I don't think he was being very fair.
12215	You've got to fight to stay up.
12216	But this is different.
12217	It doesn't look good.
12218	It doesn't make a whole lot of difference.
12219	There is enormous interest in Scotland the Brand.
12220	And they still have the final to come.
12221	But that is about to change.
12222	We can build on that.
12223	We are not going to be complacent.
12224	His body was found in May.
12225	My wife is coming over at the weekend.
12226	Somebody has to speak up for common sense.
12227	But they miss the whole point.
12228	I was a local hero.
12229	It will be extremely difficult for him.
12230	It's a gigantic con.
12231	I didn't know she could do that.
12232	I can't say anything about any figure.
12233	They were not missing much.
12234	It's always a dilemma.
12235	Is she in trouble?
12236	But could it afford to run it?
12237	I am very happy with him.
12238	I was waiting for that question.
12239	I just want to do the good work.
12240	I'm very happy tonight.
12241	Now it was serious.
12242	No one would believe him.
12243	We live in shorthand.
12244	I just know it's a lot.
12245	I am very happy.
12246	There was no discussion about it.
12247	It was a very big win for us.
12248	We had a good time.
12249	I was utterly hopeless at it, it must be said.
12250	This was a good performance.
12251	It is not simple.
12252	The Government would be ready, they said.
12253	I said at the time it was wrong.
12254	Anything that was going, really.
12255	He will take it in his stride.
12256	I don't believe a word of it.
12257	The winner will be announced in December.
12258	This is bound to happen.
12259	Suddenly, there was an audience.
12260	And therein lies the problem.
12261	Or is it?
12262	They are appealing for witnesses.
